,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,quarter_sold,year_sold
7752,275000.0,4,1.5,1930,15531,2.0,0.0,0.0,3,7,1930,0.0,1979,0.0,98003,47.345,-122.296,1580,7800,2,2014
7753,565000.0,3,2.75,3210,15939,2.0,0.0,1.0,3,10,3210,0.0,1998,0.0,98023,47.3357,-122.351,2870,15939,1,2015
7754,460000.0,3,1.75,1970,9135,1.0,0.0,0.0,4,7,1370,600.0,1961,0.0,98011,47.7603,-122.215,1880,9650,1,2015
7755,603500.0,4,2.5,4060,9734,1.0,0.0,4.0,3,9,2150,1910.0,1977,0.0,98028,47.7678,-122.25399999999999,2750,10370,2,2014
7756,490600.0,3,2.5,3316,11447,2.0,0.0,0.0,3,9,3316,0.0,1986,0.0,98023,47.3036,-122.34,3000,11447,3,2014
7757,1010000.0,2,2.0,1460,9052,1.0,0.0,2.0,5,6,1460,0.0,1900,0.0,98033,47.6857,-122.208,2554,7834,2,2014
7758,500000.0,4,2.0,2100,12620,1.0,0.0,0.0,4,7,2100,0.0,1972,0.0,98034,47.7239,-122.17299999999999,1720,7840,3,2014
7759,249000.0,4,2.25,1830,6136,2.0,0.0,0.0,3,7,1830,0.0,1990,0.0,98030,47.367,-122.181,1830,7664,2,2014
7760,235000.0,3,2.0,1530,8700,1.0,0.0,0.0,4,7,1530,0.0,1970,0.0,98055,47.4529,-122.20700000000001,1960,7600,2,2014
7761,410000.0,4,2.0,1490,13736,1.0,0.0,0.0,4,6,1490,0.0,1942,0.0,98125,47.711999999999996,-122.281,2040,7200,1,2015
7762,370000.0,2,1.0,860,6050,1.0,0.0,0.0,3,7,860,0.0,1952,0.0,98116,47.5697,-122.4,1130,6050,3,2014
7763,360000.0,5,2.5,2130,7111,1.0,0.0,0.0,3,7,1330,800.0,1968,0.0,98059,47.5071,-122.16,1840,7592,3,2014
7764,1410000.0,5,2.25,3580,16789,2.0,0.0,0.0,5,9,3580,0.0,1966,0.0,98040,47.5364,-122.23899999999999,3390,17000,4,2014
7765,298000.0,4,2.5,2420,3825,2.0,0.0,0.0,3,8,2420,0.0,2003,0.0,98042,47.3687,-122.126,1880,4250,4,2014
7766,485000.0,4,2.25,1900,7200,1.0,0.0,0.0,3,8,1370,530.0,1977,0.0,98146,47.5033,-122.37200000000001,2030,8008,3,2014
7767,400000.0,3,1.75,1330,9143,1.0,0.0,0.0,3,7,1330,0.0,1960,0.0,98006,47.5538,-122.176,1950,10384,3,2014
7768,580000.0,3,2.5,2150,4604,2.0,0.0,0.0,3,8,2150,0.0,2003,0.0,98075,47.5893,-122.01899999999999,2280,4253,3,2014
7769,355000.0,2,2.5,1370,1140,2.0,0.0,0.0,3,8,1080,290.0,2009,0.0,98133,47.7055,-122.34200000000001,1340,1050,3,2014
7770,650000.0,3,2.5,2430,12997,2.0,0.0,0.0,3,9,2430,0.0,1992,0.0,98011,47.744,-122.194,2720,12500,3,2014
7771,261490.0,4,1.0,1640,8467,1.0,0.0,2.0,4,6,1220,420.0,1943,0.0,98056,47.4894,-122.18799999999999,1060,7396,3,2014
7772,347000.0,3,1.0,1010,7200,1.0,0.0,0.0,3,7,1010,0.0,1968,0.0,98034,47.7225,-122.179,1120,7200,3,2014
7773,485000.0,3,1.0,1500,4100,1.5,0.0,0.0,3,7,1370,130.0,1926,0.0,98107,47.6689,-122.367,1500,4100,2,2014
7774,601000.0,3,2.5,1740,1251,2.0,0.0,0.0,3,9,1180,560.0,2012,0.0,98199,47.644,-122.385,1740,1625,4,2014
7775,380000.0,3,3.25,2090,51212,1.0,0.0,0.0,3,8,1510,580.0,1989,0.0,98092,47.3097,-122.09899999999999,2690,40820,2,2015
7776,565000.0,3,3.0,1850,12556,2.0,0.0,0.0,3,9,1850,0.0,1976,0.0,98074,47.6286,-122.053,2390,12474,3,2014
7777,750000.0,3,2.5,2790,21043,2.0,0.0,0.0,3,9,2790,0.0,1993,0.0,98053,47.673,-122.03,2900,34589,1,2015
7778,560000.0,3,2.5,2280,12498,2.0,0.0,0.0,4,9,2280,0.0,1987,0.0,98029,47.5688,-122.014,2330,8844,4,2014
7779,725000.0,4,2.25,3180,9600,2.0,0.0,0.0,3,10,3180,0.0,1984,0.0,98074,47.6313,-122.045,2840,10739,1,2015
7780,539000.0,3,2.0,2350,209088,1.0,0.0,0.0,3,7,2350,0.0,1993,0.0,98014,47.6527,-121.949,2300,209088,3,2014
7781,470000.0,5,3.25,3910,7077,2.0,0.0,0.0,3,9,2710,1200.0,2000,0.0,98038,47.3766,-122.027,2650,7077,3,2014
7782,264950.0,2,1.0,770,7434,1.0,0.0,0.0,3,6,770,0.0,1947,0.0,98155,47.7606,-122.32,1060,7453,1,2015
7783,200000.0,4,1.5,1780,8000,2.0,0.0,0.0,4,6,1080,700.0,1900,1996.0,98010,47.3124,-122.00299999999999,1750,9147,1,2015
7784,453500.0,5,2.5,2300,23345,1.0,0.0,0.0,5,7,1170,1130.0,1967,0.0,98059,47.4739,-122.11399999999999,2280,23345,2,2014
7785,811000.0,2,2.5,2510,17986,2.0,0.0,0.0,3,9,2510,0.0,1943,2014.0,98052,47.6832,-122.164,2440,8039,3,2014
7786,425000.0,3,3.25,1410,1350,3.0,0.0,0.0,3,8,1410,0.0,2005,0.0,98103,47.698,-122.34,1410,1253,3,2014
7787,1530000.0,4,2.25,4250,16940,1.0,0.0,2.0,4,9,2380,1870.0,1974,0.0,98040,47.5453,-122.234,3460,17693,3,2014
7788,562000.0,4,2.75,2560,83200,1.0,0.0,0.0,3,8,1860,700.0,1980,0.0,98072,47.7511,-122.111,1990,38332,4,2014
7789,281000.0,3,2.5,1760,7601,2.0,0.0,0.0,3,8,1760,0.0,1992,0.0,98003,47.2672,-122.31299999999999,1920,6851,3,2014
7790,270000.0,3,2.25,2100,14027,2.0,0.0,0.0,3,8,2100,0.0,1979,0.0,98042,47.3833,-122.1,2730,5999,4,2014
7791,205950.0,3,1.0,1490,8239,1.0,0.0,0.0,4,6,1490,0.0,1963,0.0,98023,47.306000000000004,-122.37,1200,8470,3,2014
7792,310000.0,2,1.0,870,5400,1.0,0.0,0.0,3,6,870,0.0,1950,2007.0,98126,47.52,-122.374,990,5200,2,2014
7793,350000.0,3,1.75,1260,1111,2.0,0.0,0.0,3,8,1260,0.0,2003,0.0,98029,47.5476,-122.005,1410,1630,1,2015
7794,843500.0,4,2.0,2630,16475,2.0,0.0,0.0,4,8,2630,0.0,1953,0.0,98004,47.638999999999996,-122.219,2670,15001,2,2014
7795,370000.0,4,2.0,1950,3757,1.0,0.0,0.0,4,6,1160,790.0,1908,0.0,98118,47.5372,-122.26899999999999,1720,3757,2,2015
7796,279000.0,4,2.0,2200,7700,1.0,0.0,0.0,3,7,1100,1100.0,1979,0.0,98058,47.464,-122.18,1790,7700,2,2014
7797,408000.0,3,1.75,1600,313672,1.0,0.0,0.0,4,7,1600,0.0,1960,0.0,98058,47.4129,-122.08,1780,90860,1,2015
7798,392000.0,3,1.0,1230,9600,1.0,0.0,0.0,3,7,1230,0.0,1952,0.0,98118,47.5553,-122.288,1510,6600,1,2015
7799,455000.0,2,1.0,1030,5000,1.0,0.0,0.0,5,6,1030,0.0,1917,0.0,98107,47.6585,-122.363,1550,5000,3,2014
7800,310000.0,2,1.5,1040,83199,1.0,0.0,0.0,4,7,870,170.0,1965,0.0,98070,47.4222,-122.443,1760,75794,4,2014
7801,323500.0,3,3.0,2240,11536,2.0,0.0,0.0,3,7,2240,0.0,1943,0.0,98178,47.4886,-122.245,1650,8760,3,2014
7802,364500.0,3,1.0,1600,4489,1.0,0.0,2.0,3,6,800,800.0,1944,0.0,98126,47.5686,-122.37799999999999,1640,6013,3,2014
7803,280000.0,4,2.0,2190,14439,1.0,0.0,0.0,4,7,1180,1010.0,1977,0.0,98001,47.2702,-122.29,2160,14439,2,2014
7804,289900.0,3,1.75,1899,11325,2.0,0.0,0.0,3,7,1899,0.0,1943,0.0,98198,47.3987,-122.3,2000,10454,4,2014
7805,585000.0,3,1.0,1870,2807,1.5,0.0,0.0,4,7,1580,290.0,1927,0.0,98107,47.6674,-122.35799999999999,1640,4500,2,2014
7806,269000.0,3,2.5,1730,6653,1.0,0.0,0.0,4,7,1360,370.0,1990,0.0,98042,47.3588,-122.088,1730,7061,3,2014
7807,287000.0,3,1.75,1940,9000,1.0,0.0,0.0,3,7,1290,650.0,1965,0.0,98055,47.4361,-122.189,1900,9120,2,2015
7808,183000.0,2,1.0,670,5140,1.0,0.0,0.0,3,6,670,0.0,1926,0.0,98126,47.5387,-122.37100000000001,850,5140,3,2014
7809,309000.0,3,1.0,1820,8142,1.0,0.0,0.0,3,7,1040,780.0,1961,0.0,98168,47.505,-122.316,1820,8142,4,2014
7810,920000.0,4,2.5,3810,13579,2.0,0.0,0.0,3,10,3810,0.0,2003,0.0,98007,47.6006,-122.15299999999999,3310,9270,4,2014
7811,815241.0,5,2.25,2060,4800,2.5,0.0,0.0,3,8,2060,0.0,1907,0.0,98105,47.66,-122.28200000000001,1740,4800,3,2014
7812,525000.0,5,3.5,3450,19080,2.0,0.0,3.0,3,9,3450,0.0,2001,0.0,98022,47.2123,-122.005,2570,17007,2,2015
7813,240000.0,4,1.75,1880,9600,1.0,0.0,0.0,5,7,1020,860.0,1946,0.0,98001,47.2633,-122.281,1560,14400,3,2014
7814,698000.0,4,2.25,2200,11250,1.5,0.0,0.0,5,7,1300,900.0,1920,0.0,98033,47.6845,-122.20100000000001,2320,10814,2,2014
7815,440000.0,3,2.0,1800,10950,1.0,0.0,0.0,4,8,1800,0.0,1982,0.0,98006,47.556999999999995,-122.163,2400,11300,1,2015
7816,392500.0,3,1.0,1660,8839,1.0,0.0,0.0,4,7,1660,0.0,1947,0.0,98155,47.7485,-122.3,1230,9236,2,2015
7817,653000.0,3,2.25,2800,17300,1.0,0.0,0.0,4,8,1420,1380.0,1971,0.0,98006,47.5716,-122.12799999999999,2140,12650,2,2015
7818,452000.0,4,1.0,1210,3760,1.5,0.0,0.0,3,6,1210,0.0,1900,0.0,98103,47.6872,-122.344,1540,3800,2,2014
7819,345000.0,4,2.5,2331,3826,2.0,0.0,0.0,3,8,2331,0.0,2007,0.0,98058,47.4444,-122.182,2441,3826,2,2014
7820,350000.0,4,1.75,1820,6930,1.0,0.0,2.0,4,7,1320,500.0,1952,0.0,98178,47.5053,-122.242,1820,6825,4,2014
7821,650000.0,4,2.5,2860,5576,2.0,0.0,0.0,3,8,2860,0.0,2004,0.0,98028,47.745,-122.22399999999999,2290,10667,3,2014
7822,840000.0,5,3.0,2750,3800,1.5,0.0,0.0,5,7,1750,1000.0,1926,0.0,98115,47.6845,-122.31299999999999,1900,3800,1,2015
7823,1330000.0,3,2.5,2280,5000,2.0,0.0,3.0,4,9,2280,0.0,1926,0.0,98105,47.6574,-122.27799999999999,2200,5000,4,2014
7824,259950.0,4,2.0,1610,6650,1.0,0.0,0.0,3,7,1610,0.0,1989,0.0,98023,47.3085,-122.35799999999999,1960,6650,1,2015
7825,998000.0,5,3.5,3760,10207,2.0,0.0,0.0,3,10,3150,610.0,1969,0.0,98040,47.5605,-122.225,3550,12118,1,2015
7826,1070000.0,3,3.0,2940,4622,2.0,0.0,0.0,4,9,2230,710.0,1988,0.0,98105,47.6641,-122.29299999999999,1580,4000,2,2014
7827,1910000.0,4,3.0,4460,6833,2.0,0.0,0.0,3,10,3140,1320.0,1955,2007.0,98112,47.6342,-122.289,3130,7450,3,2014
7828,190500.0,3,1.5,1110,1150,2.0,0.0,0.0,3,8,940,170.0,2007,0.0,98144,47.5929,-122.306,1380,1751,1,2015
7829,465000.0,3,2.25,2560,117176,1.0,0.0,0.0,4,9,1280,1280.0,1977,0.0,98027,47.4655,-122.03299999999999,2760,57063,4,2014
7830,370000.0,3,1.0,1060,7419,1.0,0.0,2.0,4,6,1060,0.0,1906,0.0,98177,47.7712,-122.39200000000001,2190,5953,1,2015
7831,740000.0,3,1.75,1380,4590,1.0,0.0,0.0,2,7,930,450.0,1950,0.0,98115,47.6841,-122.29299999999999,1320,4692,1,2015
7832,460000.0,3,1.75,2560,8400,1.0,0.0,0.0,3,7,1970,590.0,1959,0.0,98011,47.7668,-122.197,1970,8400,4,2014
7833,290000.0,3,1.0,1010,10800,1.0,0.0,0.0,4,7,1010,0.0,1972,0.0,98045,47.4483,-121.773,1370,9500,3,2014
7834,475000.0,3,1.5,1790,229125,2.0,0.0,3.0,3,7,1790,0.0,1987,0.0,98022,47.2309,-122.009,1970,216928,3,2014
7835,455000.0,2,1.0,910,5759,1.0,0.0,0.0,3,6,910,0.0,1951,0.0,98125,47.7153,-122.28399999999999,1520,7518,2,2015
7836,275000.0,3,2.5,2497,4400,2.0,0.0,0.0,3,8,2497,0.0,2007,0.0,98001,47.2873,-122.28299999999999,2434,4400,3,2014
7837,305000.0,3,1.5,1800,12196,1.0,0.0,0.0,4,7,1800,0.0,1966,0.0,98023,47.333,-122.345,1490,11730,3,2014
7838,449000.0,5,2.5,2570,61855,1.0,0.0,0.0,4,7,1470,1100.0,1981,0.0,98092,47.3013,-122.109,1990,49658,2,2015
7839,366000.0,3,2.5,1320,4320,1.0,0.0,0.0,3,6,660,660.0,1918,0.0,98106,47.5327,-122.34700000000001,1190,4200,4,2014
7840,348000.0,3,2.5,1670,5090,2.0,0.0,0.0,3,7,1670,0.0,2003,0.0,98056,47.4799,-122.18,2560,4851,1,2015
7841,515000.0,4,2.5,2800,21370,2.0,0.0,0.0,3,8,2800,0.0,2003,0.0,98028,47.776,-122.24600000000001,1880,9336,4,2014
7842,950000.0,4,2.5,3360,11548,2.0,0.0,0.0,3,9,3360,0.0,1988,0.0,98033,47.6534,-122.182,3400,14091,2,2014
7843,815000.0,3,2.5,2590,21494,2.0,0.0,0.0,4,8,2590,0.0,1991,0.0,98074,47.6139,-122.061,2590,10720,3,2014
7844,199950.0,3,3.0,1530,2132,2.0,0.0,0.0,3,8,1530,0.0,1993,0.0,98038,47.3746,-122.056,1530,3384,1,2015
7845,273000.0,3,2.25,2160,7964,2.0,0.0,0.0,3,8,2160,0.0,1991,0.0,98042,47.3622,-122.074,2000,7964,1,2015
7846,284000.0,4,2.5,1830,6360,2.0,0.0,0.0,3,8,1830,0.0,1994,0.0,98031,47.4184,-122.18,1830,6596,1,2015
7847,399950.0,3,1.0,1470,7930,1.0,0.0,0.0,3,7,1070,400.0,1950,0.0,98177,47.7013,-122.368,1440,8100,3,2014
7848,285000.0,3,1.75,1150,6423,1.0,0.0,0.0,3,5,590,560.0,1927,0.0,98115,47.6973,-122.29700000000001,1150,8367,1,2015
7849,315000.0,3,2.5,1790,6452,2.0,0.0,0.0,3,7,1790,0.0,2004,0.0,98038,47.3841,-122.042,1610,3600,2,2015
7850,250000.0,3,1.0,1700,7700,1.0,0.0,0.0,3,7,1120,580.0,1960,0.0,98168,47.5114,-122.318,1700,8800,3,2014
7851,290000.0,4,2.0,1630,7618,1.5,0.0,0.0,3,7,1630,0.0,1967,0.0,98198,47.3658,-122.31700000000001,1320,8774,1,2015
7852,725000.0,4,2.5,3420,30410,2.0,0.0,0.0,3,9,3420,0.0,1988,0.0,98077,47.7745,-122.088,2940,45916,2,2014
7853,410000.0,3,2.0,1650,9641,1.5,0.0,0.0,3,7,1650,0.0,1983,0.0,98034,47.7145,-122.23100000000001,1940,6701,2,2014
7854,855000.0,4,2.5,2810,52062,1.5,0.0,0.0,4,9,2810,0.0,1988,0.0,98075,47.5941,-122.029,3330,49783,3,2014
7855,399900.0,4,2.5,2710,8127,2.0,0.0,0.0,3,8,2710,0.0,1994,0.0,98038,47.379,-122.03200000000001,2520,8436,3,2014
7856,852600.0,4,2.5,3320,11901,2.0,0.0,0.0,5,9,2650,670.0,1977,0.0,98006,47.553999999999995,-122.16,2700,11114,2,2014
7857,235000.0,2,1.0,720,6321,1.0,0.0,0.0,3,6,720,0.0,1940,0.0,98118,47.551,-122.289,920,5684,3,2014
7858,230950.0,2,1.0,930,12724,1.0,0.0,0.0,4,6,930,0.0,1912,0.0,98014,47.6567,-121.90899999999999,1240,21828,3,2014
7859,404763.0,3,2.5,1690,1609,2.0,0.0,0.0,3,8,1150,540.0,2014,0.0,98029,47.5521,-121.99799999999999,1690,1860,3,2014
7860,245000.0,3,2.5,1720,3407,2.0,0.0,0.0,3,7,1720,0.0,1992,0.0,98031,47.4034,-122.18799999999999,1720,3407,3,2014
7861,188000.0,3,1.5,1140,8500,1.0,0.0,0.0,4,7,1140,0.0,1964,0.0,98022,47.2093,-122.005,1600,8500,1,2015
7862,626100.0,4,2.5,2280,7219,2.0,0.0,0.0,4,8,2280,0.0,1987,0.0,98029,47.5719,-122.021,2240,7471,4,2014
7863,428750.0,3,1.0,1100,4080,1.0,0.0,0.0,4,7,900,200.0,1929,0.0,98103,47.6872,-122.351,1170,4080,1,2015
7864,522000.0,4,2.25,1800,8623,1.0,0.0,0.0,4,8,1360,440.0,1980,0.0,98033,47.692,-122.184,2370,8623,2,2014
7865,684000.0,4,2.5,2500,8434,2.0,0.0,0.0,4,8,2500,0.0,1988,0.0,98052,47.6915,-122.101,1900,8131,1,2015
7866,1070000.0,3,2.25,2950,7232,1.0,0.0,2.0,3,8,1520,1430.0,1983,0.0,98136,47.5257,-122.382,2130,7140,2,2015
7867,611206.0,1,1.0,1940,6300,1.0,0.0,3.0,3,8,1940,0.0,1963,0.0,98116,47.5782,-122.4,2560,6300,2,2015
7868,350000.0,2,1.0,1280,5250,1.0,0.0,0.0,4,7,1140,140.0,1942,0.0,98126,47.5258,-122.37700000000001,1050,5250,3,2014
7869,894000.0,4,2.5,3800,22029,2.0,0.0,0.0,3,9,3800,0.0,1993,0.0,98053,47.6734,-122.02600000000001,3170,24979,2,2015
7870,420000.0,2,1.0,930,5368,1.0,0.0,0.0,4,7,930,0.0,1953,0.0,98115,47.6952,-122.275,1770,6000,3,2014
7871,675000.0,3,3.0,2980,28000,1.0,0.0,0.0,3,10,1820,1160.0,1981,0.0,98052,47.7318,-122.139,2570,28500,2,2014
7872,426000.0,4,2.5,2800,8494,2.0,0.0,0.0,3,8,2800,0.0,2004,0.0,98038,47.3521,-122.009,3740,8494,2,2014
7873,750000.0,4,2.25,3190,11597,2.0,0.0,0.0,3,10,2300,890.0,1984,0.0,98074,47.6323,-122.039,2990,10679,2,2014
7874,368000.0,3,1.75,1710,10800,1.0,0.0,0.0,4,7,1710,0.0,1958,0.0,98028,47.7391,-122.241,1890,10800,2,2014
7875,342000.0,3,1.0,1980,6450,1.0,0.0,0.0,4,6,1120,860.0,1950,0.0,98106,47.5291,-122.35600000000001,1180,5160,1,2015
7876,700000.0,3,1.75,1910,4800,1.0,0.0,0.0,3,7,1080,830.0,1959,0.0,98103,47.6844,-122.33200000000001,1750,4800,2,2014
7877,848750.0,6,3.75,3160,5000,2.0,0.0,0.0,3,8,3160,0.0,1989,0.0,98107,47.6748,-122.384,1740,5000,3,2014
7878,525000.0,4,2.25,1890,8549,1.0,0.0,0.0,3,8,1890,0.0,1967,0.0,98008,47.6328,-122.117,1940,7210,3,2014
7879,397900.0,3,2.75,2500,35245,1.0,0.0,0.0,3,7,1580,920.0,2000,0.0,98042,47.3414,-122.117,2060,153766,1,2015
7880,405000.0,3,2.0,1740,18000,1.0,0.0,0.0,3,7,1230,510.0,1989,0.0,98028,47.7397,-122.242,1740,11250,3,2014
7881,392800.0,3,2.0,1080,11856,1.0,0.0,0.0,5,7,1080,0.0,1986,0.0,98033,47.6955,-122.175,1220,9247,1,2015
7882,394999.0,3,1.5,1730,7800,1.0,0.0,0.0,3,7,1330,400.0,1958,0.0,98133,47.7365,-122.337,1780,8309,1,2015
7883,340000.0,3,2.5,2480,6112,2.0,0.0,0.0,3,7,2480,0.0,2004,0.0,98058,47.4387,-122.11399999999999,3220,6727,2,2014
7884,482500.0,3,2.25,1450,1445,2.0,0.0,0.0,3,7,980,470.0,2005,0.0,98122,47.6184,-122.301,1510,1370,2,2014
7885,812500.0,4,2.5,2750,10159,2.0,0.0,0.0,3,10,2750,0.0,1991,0.0,98006,47.5426,-122.135,3160,10159,3,2014
7886,398000.0,3,1.75,1830,27468,1.0,0.0,0.0,3,7,1830,0.0,1954,0.0,98028,47.7754,-122.23299999999999,1860,10180,4,2014
7887,540000.0,2,2.0,1640,3021,1.0,0.0,2.0,3,7,840,800.0,1959,0.0,98107,47.666000000000004,-122.35799999999999,1780,4500,4,2014
7888,275000.0,4,2.0,1720,5472,1.0,0.0,0.0,3,6,860,860.0,1923,0.0,98118,47.5299,-122.288,1720,5670,4,2014
7889,780000.0,5,2.0,2880,12000,2.0,0.0,0.0,3,8,2880,0.0,1921,0.0,98144,47.5861,-122.295,1720,5000,3,2014
7890,225000.0,3,1.5,1220,8345,1.5,0.0,0.0,3,7,1220,0.0,1931,0.0,98178,47.5038,-122.266,1880,10169,3,2014
7891,503045.0,3,3.0,1560,2250,2.0,0.0,0.0,3,9,1560,0.0,2009,0.0,98103,47.6929,-122.333,1610,4500,3,2014
7892,249000.0,2,2.0,1090,1357,2.0,0.0,0.0,3,7,1090,0.0,1990,0.0,98028,47.7526,-122.244,1078,1318,3,2014
7893,569950.0,4,1.0,1140,5940,1.0,0.0,2.0,3,7,1140,0.0,1916,0.0,98103,47.6795,-122.354,1630,4000,3,2014
7894,450000.0,2,2.25,1040,1377,2.0,0.0,0.0,3,8,1040,0.0,2003,0.0,98105,47.6692,-122.279,1264,1892,1,2015
7895,1100000.0,4,2.0,2580,6000,1.0,0.0,0.0,5,9,1300,1280.0,1950,0.0,98199,47.6514,-122.413,2300,6200,2,2014
7896,700000.0,4,2.5,2310,3570,1.5,0.0,0.0,3,7,1490,820.0,1927,0.0,98103,47.6889,-122.34700000000001,1580,3060,2,2014
7897,454000.0,3,2.5,1590,4094,2.0,0.0,0.0,3,7,1590,0.0,1991,0.0,98122,47.61,-122.29299999999999,1940,3924,3,2014
7898,555000.0,3,1.75,1270,9170,1.0,0.0,0.0,3,7,1270,0.0,1969,0.0,98052,47.6706,-122.15100000000001,1700,8500,2,2015
7899,214000.0,3,1.5,1240,5200,1.0,0.0,0.0,5,6,1240,0.0,1970,0.0,98042,47.3683,-122.079,1060,5200,1,2015
7900,590000.0,3,2.5,2210,8622,2.0,0.0,0.0,3,8,2210,0.0,1988,0.0,98029,47.5715,-122.02,2340,7192,3,2014
7901,459900.0,3,1.75,2340,51836,1.5,0.0,0.0,3,8,1510,830.0,1978,0.0,98027,47.4846,-122.035,2060,77536,3,2014
7902,205000.0,3,1.5,1420,5000,1.0,0.0,0.0,3,7,920,0.0,1987,0.0,98198,47.4192,-122.33,1400,7500,2,2015
7903,390000.0,3,1.75,1430,9857,1.0,0.0,2.0,4,7,1140,290.0,1980,0.0,98045,47.4964,-121.771,1310,9880,2,2015
7904,790000.0,3,2.5,2390,15084,2.0,0.0,0.0,3,8,2390,0.0,2000,0.0,98010,47.3389,-122.04799999999999,1850,17494,2,2015
7905,320000.0,3,1.0,1120,10576,1.0,0.0,0.0,4,7,1120,0.0,1969,0.0,98077,47.7575,-122.072,1300,10000,3,2014
7906,552500.0,3,2.25,2700,4025,2.0,0.0,0.0,4,8,1760,940.0,1907,0.0,98122,47.6074,-122.294,1580,4025,3,2014
7907,1050000.0,3,3.0,3490,4500,2.5,0.0,0.0,3,9,3170,320.0,1924,0.0,98102,47.6394,-122.321,2840,4050,4,2014
7908,680000.0,3,1.75,1620,5500,1.0,0.0,0.0,3,7,1110,510.0,1950,0.0,98112,47.6393,-122.30799999999999,2100,6500,3,2014
7909,985000.0,3,1.75,1670,5400,2.0,0.0,0.0,5,8,1670,0.0,1912,0.0,98112,47.635,-122.28399999999999,2100,5400,2,2014
7910,375000.0,4,2.5,1870,7471,2.0,0.0,0.0,3,8,1870,0.0,1990,0.0,98055,47.4314,-122.204,2020,8912,2,2014
7911,431000.0,2,1.5,1300,4000,1.5,0.0,0.0,4,6,1300,0.0,1900,0.0,98144,47.5937,-122.301,1480,4000,2,2015
7912,463000.0,3,2.5,2190,17108,2.0,0.0,0.0,3,8,2190,0.0,1991,0.0,98019,47.7321,-121.964,2400,14040,3,2014
7913,350000.0,3,1.75,1320,10500,1.0,0.0,0.0,3,7,1320,0.0,1966,0.0,98034,47.7267,-122.226,1310,10500,4,2014
7914,485000.0,3,1.0,1250,7200,1.0,0.0,0.0,3,7,1250,0.0,1964,0.0,98008,47.6342,-122.12,1430,7400,2,2015
7915,355000.0,4,1.75,2040,15000,1.0,0.0,0.0,4,7,1360,0.0,1967,0.0,98092,47.3107,-122.189,2310,15000,3,2014
7916,603500.0,3,1.75,2140,7280,1.0,0.0,0.0,3,7,1070,1070.0,1910,0.0,98117,47.6993,-122.37700000000001,2280,8400,1,2015
7917,860000.0,5,1.75,2510,6000,1.5,0.0,0.0,5,8,2010,500.0,1920,0.0,98144,47.5798,-122.292,2240,5000,3,2014
7918,259875.0,5,2.5,2200,6250,2.0,0.0,0.0,3,7,2200,0.0,1996,0.0,98038,47.3675,-122.021,1850,6091,1,2015
7919,685000.0,4,2.5,2170,8680,1.0,0.0,0.0,3,7,1220,950.0,1959,0.0,98004,47.6078,-122.19200000000001,2010,8680,3,2014
7920,382500.0,4,2.5,2980,8786,2.0,0.0,0.0,3,8,2980,0.0,2003,0.0,98038,47.378,-122.03,2980,6718,3,2014
7921,490000.0,3,1.0,1180,2250,1.5,0.0,0.0,3,7,1180,0.0,1902,0.0,98117,47.6779,-122.37700000000001,1320,5100,1,2015
7922,430000.0,3,2.0,1540,6000,1.0,0.0,0.0,4,6,1540,0.0,1953,0.0,98155,47.7372,-122.307,1490,8213,2,2015
7923,580000.0,5,2.5,3110,15783,1.0,0.0,0.0,3,8,1720,1390.0,1974,0.0,98052,47.6301,-122.103,2550,12220,3,2014
7924,510000.0,3,1.75,1370,6700,1.0,0.0,0.0,3,8,1370,0.0,1940,2012.0,98117,47.6982,-122.36200000000001,1180,6694,4,2014
7925,489990.0,5,2.25,2440,20828,1.5,0.0,0.0,4,8,2440,0.0,1975,0.0,98042,47.3762,-122.15799999999999,2670,14472,2,2014
7926,440000.0,3,2.25,1760,1800,2.0,0.0,0.0,3,7,1330,430.0,1983,0.0,98199,47.6579,-122.39399999999999,1150,4575,3,2014
7927,479950.0,3,2.5,2810,4984,1.0,0.0,0.0,3,9,1750,1060.0,2006,0.0,98055,47.4461,-122.209,2810,5711,2,2015
7928,806000.0,4,2.5,2500,206474,1.0,0.0,0.0,3,10,2500,0.0,1997,0.0,98053,47.6778,-121.994,3680,208652,2,2014
7929,875000.0,4,2.5,3220,22588,2.0,0.0,0.0,3,10,3220,0.0,1996,0.0,98077,47.7311,-122.055,3220,22922,2,2014
7930,710800.0,3,2.5,2880,36820,2.0,0.0,0.0,3,10,2880,0.0,1992,0.0,98077,47.76600000000001,-122.044,3190,36820,3,2014
7931,565000.0,3,2.5,2700,6037,2.0,0.0,0.0,3,8,2700,0.0,2004,0.0,98065,47.5376,-121.87899999999999,2740,6054,1,2015
7932,359999.0,5,3.0,2680,9624,2.0,0.0,0.0,3,7,1870,810.0,1995,0.0,98010,47.3279,-122.006,1860,9921,1,2015
7933,625000.0,3,1.75,1780,4500,1.0,0.0,0.0,4,7,920,860.0,1922,0.0,98117,47.6827,-122.36200000000001,1360,4000,1,2015
7934,349950.0,3,2.5,2240,7565,2.0,0.0,0.0,3,8,2240,0.0,1999,0.0,98003,47.3485,-122.301,2190,8254,3,2014
7935,415000.0,4,2.0,1610,9600,1.0,0.0,0.0,5,7,1610,0.0,1967,0.0,98056,47.5327,-122.186,1450,9600,2,2014
